Category,Description,RAM,File Size,CPU_Intel,CPU_AMD,GPU_NVIDIA,GPU_AMD,GPU_Intel,CPU_Intel_score,CPU_AMD_score,GPU_NVIDIA_score,GPU_AMD_score,GPU_Intel_score,App
"['Action', 'Racing', 'MMO']","The Crew is a revolutionary action-driving MMO, developed exclusively for next-gen consoles and high-end PCs that leverage new hardware capabilities to connect players online like never before. The Crew takes you and your friends on a wild ride across a massive, open-world recreation of the United States that is loaded with exciting...",4,30,Intel Core 2 Quad Q9300,Intel Core 2 Quad Q9300,ATI Radeon HD 5870,ATI Radeon HD 5870,ATI Radeon HD 5870,756,756,2190,2190,2190,The Crew
"['Action', 'Simulation', 'Early Access']","Welcome to Metalstorm, the ultimate team-based multiplayer air combat experience! A truly free-to-play game. Engage in live 5v5 air combat with friends against real players around the world. Collect and upgrade the world s most advanced and legendary jets.",6,3,Intel Pentium G4560,Intel Pentium G4560,,,Intel HD 4000,3539,3539,345,345,345,Metalstorm
"['Action', 'Violent']","Chivalry 2 is a multiplayer first person slasher inspired by epic medieval movie battles. Players are thrust into the action of every iconic moment of the era - from clashing swords, to storms of flaming arrows, to sprawling castle sieges and more.",8,35,Intel Core i3-4370,Intel Core i3-4370,NVIDIA GeForce GTX 660,NVIDIA GeForce GTX 660,NVIDIA GeForce GTX 660,3869,3869,4023,4023,4023,Chivalry 2
"['Action', 'RPG', 'Indie']","Wild Life is an open-world Adult RPG, where players set out on a journey through a mysterious world filled with dangers and seductive attractions. Join Maya and Max as they navigate through intimate encounters with diverse characters and uncover the mystery behind Kerpal and Mayas unique secret!",8,25,AMD Ryzen 5 2600,AMD Ryzen 5 2600,NVIDIA GeForce GTX 1060,NVIDIA GeForce GTX 1060,NVIDIA GeForce GTX 1060,13167,13167,10081,10081,10081,Wild Life
['Unknown'],"Fight your way through an all-new action-adventure game, inspired by classic dungeon crawlers and set in the Minecraft universe! Up to four friends can play together, or you can brave the dungeons alone. Battle new-and-nasty mobs across action-packed, treasure-stuffed, wildly varied levels, all in an epic quest to defeat the evil Arch-Illager!",8,3,Intel Core i5-2500K,Intel Core i5-2500K,NVIDIA GeForce GTX 660,NVIDIA GeForce GTX 660,NVIDIA GeForce GTX 660,19760,19760,4023,4023,4023,Minecraft Dungeons
['Unknown'],"Build and customize a powerful fleet, recruit iconic characters, explore strange new worlds, seek out new life and new civilizations, forge alliances with hundreds of thousands of other players.",2,1,Intel Core i3-3217U,Intel Core i3-3217U,NVIDIA GeForce GTX 485M,NVIDIA GeForce GTX 485M,NVIDIA GeForce GTX 485M,1227,1227,2359,2359,2359,Star Trek Fleet Command
['Unknown'],"Join millions of players worldwide as you build your village, raise a clan, and compete in epic Clan Wars! Mustachioed Barbarians, fire wielding Wizards, and other unique troops are waiting for you! Enter the world of Clash!",8,10,Intel Core i7-2600,Intel Core i7-2600,,,Intel UHD 630,21435,21435,614,614,614,Clash of Clans
"['Action', 'Indie']","A Metroidvania in Ancient Greece. Take control of the blacksmith Ardas. Fight epic bosses, find secret rooms and treasures, spend your gold for upgrades, and choose your fate through alternative endings. All this for one purpose. To save queen Xenia.",1,1,Intel Pentium 4 2.00GHz,Intel Pentium 4 2.00GHz,,,,133,133,0,0,0,Xenia
"['Action', 'RPG', 'Adventure']","Step back into the breathtaking world of Crimson Desert and join the lone mercenary as he navigates both the stunning beauty and cutthroat dangers of Pywel, the war-torn continent where history will be written in blood.",8,45,Intel Core i7-6700K,Intel Core i7-6700K,AMD Radeon RX 590,AMD Radeon RX 590,AMD Radeon RX 590,34465,34465,9373,9373,9373,Crimson Desert
"['Strategy', 'Simulation']","Rule your land and dominate the world with unparalleled freedom, depth and historical accuracy. Write a new history of the world and build an empire for the ages.",2,2,Intel Pentium 4 2.40GHz,Intel Pentium 4 2.40GHz,ATI Radeon X1900,ATI Radeon X1900,ATI Radeon X1900,131,131,37,37,37,Europa Universalis IV
"['RPG', 'MMO', 'Free to Play']","Albion Online is a fantasy sandbox MMORPG featuring a player-driven economy, classless combat system, and intense PvP battles. Explore a vast open world full of danger and opportunity. Grow your wealth, forge alliances, and leave your mark on the world of Albion.",4,2,Intel Pentium 4 2.00GHz,Intel Pentium 4 2.00GHz,NVIDIA GeForce 7100,NVIDIA GeForce 7100,NVIDIA GeForce 7100,133,133,126,126,126,Albion Online
"['Action', 'Indie', 'Adventure']","An Open World Survival Shooter blending hardcore PVP and PVE action. Secure precious loot in safe zones or build your own fortress in the wild. With intense gunfights, stunning visuals, and performance smooth enough for any system, the challenge awaits!",4,25,Intel Core 2 Duo E8400,Intel Core 2 Duo E8400,NVIDIA GeForce GT 1030,NVIDIA GeForce GT 1030,NVIDIA GeForce GT 1030,594,594,2429,2429,2429,Deadside
"['Action', 'RPG', 'Casual']","DAVE THE DIVER is a casual, singleplayer adventure RPG featuring deep-sea exploration and fishing during the day and sushi restaurant management at night. Join Dave and his quirky friends as they seek to uncover the secrets of the mysterious Blue Hole.",8,10,Intel Core i3-2120,Intel Core i3-2120,NVIDIA GeForce GTS 450,Radeon HD 5570,NVIDIA GeForce GTS 450,12419,12419,1318,479,1318,Dave the Diver
"['Strategy', 'Indie', 'Simulation']","Be the leader of wobblers from ancient lands, spooky places, and fantasy worlds. Watch them fight in simulations made with the wobbliest physics system ever created, make your own wobblers in the unit creator and send your army off to fight your friends in multiplayer.",8,3,Intel Core i5-2400,Intel Core i5-2400,NVIDIA GeForce GTX 670,NVIDIA GeForce GTX 670,NVIDIA GeForce GTX 670,19102,19102,5343,5343,5343,Totally Accurate Battle Simulator
['Unknown'],"Total War: ROME REMASTERED lets you relive the legacy that defined the award-winning strategy game series. Remastered to 4K with multiple improvements to visuals as well as refinements to gameplay, it s time to revisit a true classic. Not everyone gets a second chance to conquer the Roman Empire.",6,45,Intel Core i3-2340UE,Intel Core i3-2340UE,,,,976,976,0,0,0,Total War: ROME REMASTERED
"['Action', 'MMO', 'Free to Play']",Join the Firefly task force and unveil the sinister plot behind the exclusion zone in the world of Lost Light. You could either scavenge for supplies or go out with guns blazing and plunder. Survive the brutal domain where danger lurks in every corner!,4,10,Intel Core i3-530,Intel Core i3-530,AMD Radeon Pro 450,AMD Radeon Pro 450,AMD Radeon Pro 450,8553,8553,2722,2722,2722,Lost Light
"['Action', 'Indie', 'Adventure']","Nine Sols is a lore rich, hand-drawn 2D action-platformer featuring Sekiro-inspired deflection focused combat. Embark on a journey of eastern fantasy, explore the land once home to an ancient alien race, and follow a vengeful hero s quest to slay the 9 Sols, formidable rulers of this forsaken realm.",8,15,Intel Core i5-4460,Intel Core i5-4460,,,,25352,25352,0,0,0,Nine Sols
"['Action', 'Adventure', 'FPS']","Dive into a transformed vibrant post-apocalyptic Hope County, Montana, 17 years after a global nuclear catastrophe. Lead the fight against the Highwaymen, as they seek to take over the last remaining resources.",8,30,Intel Core i5-2400,Intel Core i5-2400,AMD Radeon R9 270X,AMD Radeon R9 270X,AMD Radeon R9 270X,19102,19102,4871,4871,4871,Far Cry New Dawn
['Unknown'],"When the sun goes down on the last night of summer camp, nine teenage counselors are plunged into an unpredictable night of horror. The only thing worse than the blood-drenched locals and creatures hunting them are the unimaginable choices you must make to help them survive.",8,50,Intel Core i5-3570,FX-8350,NVIDIA GeForce GTX 780,Radeon RX 470,NVIDIA GeForce GTX 780,31430,6084,7988,7960,7988,The Quarry
['Unknown'],"A genealogical mystery straight out of 1998. Scour the early Internet for clues, uncover hidden connections, and piece together the family tree behind the secretive Roottree Corporation.",8,1,Intel Core 2 Duo Q6867,Intel Core 2 Duo Q6867,,,Intel HD 510,594,594,622,622,622,The Roottrees are Dead
"['RPG', 'Casual', 'Indie']","An atmospheric management RPG about life on the open road. Pick up hitchhikers, work odd jobs, customize and repair your car, and map your route across the country. Use upgrades, skills and items to overcome challenges. And remember to take it easy. You re young. You have time.",8,3,Intel Core i3-3220,Intel Core i3-3220,,,Intel Media Accelerator 600,14582,14582,6,6,6,Keep Driving
"['Action', 'FPS']",The best-selling first-person action series of all-time returns with an epic sequel to the multiple GOTY award winner Call of Duty : Modern Warfare 2,2,16,Intel Core 2 Duo E6600,Intel Core 2 Duo E6600,NVIDIA GeForce 8600 GT,NVIDIA GeForce 8600 GT,NVIDIA GeForce 8600 GT,594,594,131,131,131,Call of Duty Modern Warfare 3
"['Action', 'Adventure']",Blast your way through an interdimensional adventure with Ratchet and Clank now on PC! Help them take on an evil emperor from another reality as you jump between action-packed worlds and beyond at hyper-speed!,8,0,Intel Core i3-8100,Intel Core i3-8100,NVIDIA GeForce GTX 960,NVIDIA GeForce GTX 960,NVIDIA GeForce GTX 960,12419,12419,6115,6115,6115,Ratchet & Clank: Rift Apart
['Unknown'],BREAK THE CYCLE Fight to survive as this award-winning third-person shooter brings Selene s story to PC. Take on roguelike challenges. Engage enemies in bullet hell-fuelled clashes. Share your journey through Returnal with another player.,16,60,Intel Core i5-6400,Ryzen 5 1500X,NVIDIA GeForce GTX 1060,Radeon RX 580,NVIDIA GeForce GTX 1060,19102,9089,10081,8822,10081,Returnal
"['Action', 'Adventure']",Legendary ninjas reunite in the next exciting entry of the STORM series! NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS is an action/fighting game with fast-paced ninja battles and two different story modes.,8,36,Intel Core i7-8700,Intel Core i7-8700,AMD Radeon R9 270X,AMD Radeon R9 270X,AMD Radeon R9 270X,30444,30444,4871,4871,4871,NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS
"['RPG', 'Indie', 'Adventure']","KARMA: The Dark World is a first-person cinematic psychological thriller set in a dystopian world where the Leviathan Corporation is omnipresent. The year is 1984, the place is East Germany, and things are not quite what they seem.",8,40,Intel Core i3-3220,Intel Core i3-3220,NVIDIA GeForce GTX 1060,NVIDIA GeForce GTX 1060,NVIDIA GeForce GTX 1060,14582,14582,10081,10081,10081,The Dark World : KARMA
"['Action', 'Indie', 'Adventure']","Take control of the train which will become your haven on the rails. Collect resources, craft equipment, construct a cozy house on railway cars, and travel through the carefully handcrafted locations to explore the story of a zombie apocalypse world.",8,23,Intel Core 2 Duo Q6867,Intel Core 2 Duo Q6867,AMD Radeon R5 M230,AMD Radeon R5 M230,AMD Radeon R5 M230,594,594,418,418,418,Zompiercer
"['Racing', 'Sports', 'Simulation']","MAKE HEADLINES in F1 2018. F1 2018 is the official videogame of the 2018 FIA FORMULA ONE WORLD CHAMPIONSHIP . Become immersed in the world of Formula 1 more than ever before.Build your reputation both on and off the track, with time-pressured media interviews that influence your F1 career path.",8,50,Intel Core i3-2130,Intel Core i3-2130,AMD Radeon HD 7750,AMD Radeon HD 7750,AMD Radeon HD 7750,12419,12419,1692,1692,1692,F1 2018
"['Action', 'Indie', 'Simulation']","You wake up in a dark warehouse, tasked with packing orders while something lurks in the shadows. Work fast, stay safe, and protect your cat. He s all you ve got.",8,5,Intel Core i5-7400,Intel Core i5-7400,,,,19102,19102,0,0,0,ORDER 13
"['Action', 'Adventure']",A Quiet Place: The Road Ahead is a single-player horror adventure game inspired by the critically acclaimed blockbuster movie franchise. Survive in silence.,16,50,AMD Ryzen 5 3600X,AMD Ryzen 5 3600X,NVIDIA GeForce GTX 1080,NVIDIA GeForce GTX 1080,NVIDIA GeForce GTX 1080,18164,18164,15583,15583,15583,A Quiet Place: The Road Ahead
"['RPG', 'Adventure', 'Simulation']","An infinite sexual sandbox. Easily create many sex fantasies with a few button clicks, then experience them in VR or Desktop mode. Requires a couple of hours of learning and exploration to get started.",16,30,Intel Core i5-4590,Intel Core i5-4590,AMD Radeon RX 480,AMD Radeon RX 480,AMD Radeon RX 480,31400,31400,8569,8569,8569,Virt-A-Mate + vamX
['Video'],"Professional timeline-based video editing software for film, TV, and web.",8,0,Intel Core i5-6500,AMD Ryzen 5 1400,NVIDIA GTX 1050 Ti,AMD RX 560,NVIDIA GTX 1050 Ti,19760,7735,720,6519,720,Adobe Premiere Pro
['Design'],Industry-standard raster graphics editor for photo editing and digital art.,8,0,Intel Core i3-6100,AMD Ryzen 3 1200,NVIDIA GT 1030,AMD RX 550,NVIDIA GT 1030,12419,6261,84,6519,84,Adobe Photoshop
['Video'],Professional color correction and non-linear video editing software.,8,0,Intel Core i5-7400,AMD Ryzen 5 1400,NVIDIA GTX 1050 Ti,AMD RX 570,NVIDIA GTX 1050 Ti,19102,7735,720,6519,720,DaVinci Resolve
['3D'],"Free and open-source 3D creation suite for modeling, animation, and rendering.",8,0,Intel Core i5-6500,AMD Ryzen 5 1400,NVIDIA GTX 1050,AMD RX 560,NVIDIA GTX 1050,19760,7735,720,6519,720,Blender
['3D'],"Professional 3D computer graphics software for animation, modeling, and rendering.",8,0,Intel Core i5-7500,AMD Ryzen 5 1600,NVIDIA GTX 1050 Ti,AMD RX 570,NVIDIA GTX 1050 Ti,19760,12275,720,6519,720,Autodesk Maya
['Design'],"Vector graphics editor for illustration, layout, and design.",4,0,Intel Core i3-7100,AMD Ryzen 3 1200,AMD Radeon Vega 3,AMD Radeon Vega 3,Intel UHD 630,12419,6261,889,889,614,CorelDRAW
['Video'],Professional video editing software for creative production and live streaming.,8,0,Intel Core i5-7300HQ,AMD Ryzen 5 2500U,AMD Radeon Vega 8 Mobile,AMD Radeon Vega 8 Mobile,AMD Radeon Vega 8 Mobile,21876,6513,1426,1426,1426,VEGAS Pro
['Design'],Professional raster graphics editor for photo editing and design.,4,0,Intel Core i3-7100,AMD Ryzen 3 1200,AMD Radeon Vega 3,AMD Radeon Vega 3,Intel UHD 630,12419,6261,889,889,614,Affinity Photo
['Video'],Professional non-linear video editing software for macOS.,8,0,Intel Core i5-7500,Intel Core i5-7500,,,Intel UHD 630,19760,19760,614,614,614,Final Cut Pro
['Design'],Photo editing and organization software for professional photographers.,8,0,Intel Core i3-7100,AMD Ryzen 3 1200,AMD Radeon Vega 3,AMD Radeon Vega 3,Intel UHD 630,12419,6261,889,889,614,Lightroom Classic
['3D'],"3D modeling, animation, and rendering software for motion graphics.",8,0,Intel Core i5-7500,AMD Ryzen 5 1600,NVIDIA GTX 1050 Ti,AMD RX 560,NVIDIA GTX 1050 Ti,19760,12275,720,6519,720,Cinema 4D
['Video'],Industry-standard video editing software for film and television production.,8,0,Intel Core i5-7500,AMD Ryzen 5 1600,NVIDIA GTX 1050 Ti,AMD RX 560,NVIDIA GTX 1050 Ti,19760,12275,720,6519,720,Avid Media Composer
